0.08	0.0001	-341306.538797186455
0.08	0.01	-341300.251422308502
0.08	0.02	-341297.767753380351
0.08	0.03	-341296.320075824508
0.08	0.04	-341295.583685410093
0.08	0.05	-341295.487303540809
0.08	0.06	-341296.126254259143
0.10	0.0001	-341301.184332412609
0.10	0.01	-341295.578718073783
0.10	0.02	-341293.444270832231
0.10	0.03	-341292.228307304787
0.10	0.04	-341291.639911689039
0.10	0.05	-341291.621046580665
0.10	0.06	-341292.268770644965
0.12	0.0001	-341297.458371860906
0.12	0.01	-341292.384040783683
0.12	0.02	-341290.518538295641
0.12	0.03	-341289.482778069447
0.12	0.04	-341289.010313504608
0.12	0.05	-341289.052320706774
0.12	0.06	-341289.706312626950
0.14	0.0001	-341294.859487140435
0.14	0.01	-341290.213613338070
0.14	0.02	-341288.561982003681
0.14	0.03	-341287.670434724714
0.14	0.04	-341287.291040415876
0.14	0.05	-341287.381611371413
0.14	0.06	-341288.039361255942
0.16	0.0001	-341293.077558455814
0.16	0.01	-341288.785689399694
0.16	0.02	-341287.307897522056
0.16	0.03	-341286.533991739037
0.16	0.04	-341286.230536122515
0.16	0.05	-341286.360241986811
0.16	0.06	-341287.019569587545
0.18	0.0001	-341291.906871621963
0.18	0.01	-341287.912824653671
0.18	0.02	-341286.578556175693
0.18	0.03	-341285.901890202309
0.18	0.04	-341285.661067511537
0.18	0.05	-341285.822489286831
0.18	0.06	-341286.481589724659
0.20	0.0001	-341291.203820164432
0.20	0.01	-341287.463871017622
0.20	0.02	-341286.249466003675
0.20	0.03	-341285.653921245947
0.20	0.04	-341285.465123396832
0.20	0.05	-341285.652304789226
0.20	0.06	-341286.309715568030
0.22	0.0001	-341290.864209069521
0.22	0.01	-341287.343510586070
0.22	0.02	-341286.230081539135
0.22	0.03	-341285.702651313506
0.22	0.04	-341285.557256822358
0.22	0.05	-341285.765343853156
0.22	0.06	-341286.419894632185
0.24	0.0001	-341290.810147816024
0.24	0.01	-341287.480402183137
0.24	0.02	-341286.452609181986
0.24	0.03	-341285.982631501975
0.24	0.04	-341285.873533931328
0.24	0.05	-341286.098527604132
0.24	0.06	-341286.749291221611
